DateTime,Subplot ID,Sp.Abv.,Moisture ( % ),Period ( us ),Attenuation,Permittivity,Probe Model
5/11/2018 13:09:37,S1P3A,PhaSub,11.1,1.2874,1.1141,6.336101,CD659 12cm rods
5/11/2018 13:09:55,S1P3B,KanWal,5.23,1.1823,1.0376,3.8817,CD659 12cm rods
5/11/2018 13:10:07,S1P3B,KanWal,7.61,1.2264,1.0599,4.8473,CD659 12cm rods
5/11/2018 13:10:19,S1P3B,KanWal,2.51,1.1314,1.0415,2.8208,CD659 12cm rods
5/11/2018 13:10:37,S1P3B,KanWal,0,1.0659,1.0105,1.8016,CD659 12cm rods
5/11/2018 13:10:54,S1P3B,KanWal,2.97,1.1382,1.0285,2.9961,CD659 12cm rods
5/11/2018 13:11:09,S1P3C,Fes,3,1.1472,1.0784,3.0082,CD659 12cm rods
5/11/2018 13:11:18,S1P3C,Fes,3.68,1.1608,1.0844,3.2709,CD659 12cm rods
5/11/2018 13:11:25,S1P3C,Fes,3.35,1.1495,1.0516,3.1446,CD659 12cm rods
5/11/2018 13:11:37,S1P3C,Fes,2.69,1.145,1.0989,2.8899,CD659 12cm rods
5/11/2018 13:11:45,S1P3C,Fes,4.19,1.1653,1.0519,3.4722,CD659 12cm rods
5/11/2018 13:11:57,S1P3D,Luc,4.43,1.1834,1.1464,3.5638,CD659 12cm rods
5/11/2018 13:12:06,S1P3D,Luc,5.27,1.2015,1.1746,3.8985,CD659 12cm rods
5/11/2018 13:12:13,S1P3D,Luc,4.91,1.1868,1.1125,3.7542,CD659 12cm rods
5/11/2018 13:12:26,S1P3D,Luc,7.19,1.2218,1.0841,4.6718,CD659 12cm rods
5/11/2018 13:12:37,S1P3D,Luc,5.3,1.1902,1.0883,3.9077,CD659 12cm rods
5/11/2018 13:13:12,S1P4A,Fes,9.25,1.2569,1.0979,5.5336,CD659 12cm rods
5/11/2018 13:13:19,S1P4A,Fes,7.6,1.2309,1.1039,4.8432,CD659 12cm rods
5/11/2018 13:13:27,S1P4A,Fes,8.26,1.2422,1.109,5.1189,CD659 12cm rods
5/11/2018 13:13:38,S1P4A,Fes,8.53,1.2422,1.0654,5.2301,CD659 12cm rods
5/11/2018 13:13:46,S1P4A,Fes,9.31,1.2546,1.0607,5.5625,CD659 12cm rods
5/11/2018 13:13:58,S1P4B,PhaSub,10.69,1.2806,1.1088,6.1565,CD659 12cm rods
5/11/2018 13:14:06,S1P4B,PhaSub,9.320001,1.2569,1.0847,5.5655,CD659 12cm rods
5/11/2018 13:14:13,S1P4B,PhaSub,10.89,1.2817,1.0849,6.241199,CD659 12cm rods
5/11/2018 13:14:26,S1P4B,PhaSub,8.95,1.2512,1.0882,5.408,CD659 12cm rods
5/11/2018 13:14:34,S1P4B,PhaSub,11.31,1.2874,1.0712,6.428,CD659 12cm rods
5/11/2018 13:14:48,S1P4C,Luc,7.03,1.2241,1.1271,4.6068,CD659 12cm rods
5/11/2018 13:14:55,S1P4C,Luc,6.969999,1.2218,1.1155,4.5837,CD659 12cm rods
5/11/2018 13:15:04,S1P4C,Luc,5.06,1.2037,1.2149,3.8157,CD659 12cm rods
5/11/2018 13:15:17,S1P4C,Luc,8.16,1.2422,1.1245,5.0774,CD659 12cm rods
5/11/2018 13:15:25,S1P4C,Luc,6.19,1.2037,1.0736,4.266,CD659 12cm rods
5/11/2018 13:15:41,S1P4D,KanWal,11.25,1.2874,1.0833,6.4027,CD659 12cm rods
5/11/2018 13:15:51,S1P4D,KanWal,10.07,1.2659,1.049,5.8873,CD659 12cm rods
5/11/2018 13:15:59,S1P4D,KanWal,13.31,1.3179,1.0616,7.3258,CD659 12cm rods
5/11/2018 13:16:15,S1P4D,KanWal,7.34,1.223,1.0703,4.7367,CD659 12cm rods
5/11/2018 13:16:26,S1P4D,KanWal,11.33,1.2908,1.1134,6.434501,CD659 12cm rods
5/11/2018 13:16:54,S1P5A,KanWal,6.62,1.2083,1.0484,4.4426,CD659 12cm rods
5/11/2018 13:17:05,S1P5A,KanWal,3.06,1.1484,1.0782,3.0321,CD659 12cm rods
5/11/2018 13:17:15,S1P5A,KanWal,7.72,1.2275,1.0537,4.891,CD659 12cm rods
5/11/2018 13:17:32,S1P5A,KanWal,4.83,1.1755,1.0411,3.7234,CD659 12cm rods
5/11/2018 13:17:44,S1P5A,KanWal,6.320001,1.2015,1.0353,4.3205,CD659 12cm rods
5/11/2018 13:18:01,S1P5B,Luc,3.74,1.1664,1.1138,3.2934,CD659 12cm rods
5/11/2018 13:18:09,S1P5B,Luc,1.00E+09,1.2004,1.2685,9999999,CD659 12cm rods
5/11/2018 13:18:18,S1P5B,Luc,2.01,1.1314,1.0953,2.6293,CD659 12cm rods
5/11/2018 13:18:27,S1P5B,Luc,4.13,1.1744,1.1203,3.4466,CD659 12cm rods
5/11/2018 13:18:36,S1P5B,Luc,7.1,1.2207,1.0862,4.6381,CD659 12cm rods
5/11/2018 13:18:45,S1P5C,Fes,2.25,1.1337,1.0824,2.7212,CD659 12cm rods
5/11/2018 13:18:52,S1P5C,Fes,3.04,1.154,1.1138,3.0257,CD659 12cm rods
5/11/2018 13:19:01,S1P5C,Fes,3.33,1.1608,1.1237,3.136,CD659 12cm rods
5/11/2018 13:19:13,S1P5C,Fes,2.09,1.1348,1.1053,2.6598,CD659 12cm rods
5/11/2018 13:19:20,S1P5C,Fes,3.82,1.1608,1.0677,3.326,CD659 12cm rods
5/11/2018 13:19:36,S1P5D,PhaSub,1.5,1.1077,1.0257,2.437,CD659 12cm rods
5/11/2018 13:19:44,S1P5D,PhaSub,3.23,1.1495,1.0656,3.0981,CD659 12cm rods
5/11/2018 13:19:52,S1P5D,PhaSub,4.07,1.1653,1.0673,3.4232,CD659 12cm rods
5/11/2018 13:20:05,S1P5D,PhaSub,2.11,1.1224,1.0362,2.6678,CD659 12cm rods
5/11/2018 13:20:14,S1P5D,PhaSub,2.29,1.1303,1.0591,2.7376,CD659 12cm rods
5/11/2018 13:20:43,S1P6A,Luc,10.46,1.2738,1.0707,6.0536,CD659 12cm rods
5/11/2018 13:20:51,S1P6A,Luc,8.83,1.2478,1.073,5.356801,CD659 12cm rods
5/11/2018 13:20:59,S1P6A,Luc,11.43,1.2885,1.0599,6.4824,CD659 12cm rods
5/11/2018 13:21:12,S1P6A,Luc,10.17,1.2682,1.0581,5.9279,CD659 12cm rods
5/11/2018 13:21:20,S1P6A,Luc,12.13,1.2998,1.0661,6.7906,CD659 12cm rods
5/11/2018 13:21:32,S1P6B,Fes,10.37,1.2727,1.0729,6.0181,CD659 12cm rods
5/11/2018 13:21:41,S1P6B,Fes,7.68,1.2444,1.2145,4.875501,CD659 12cm rods
5/11/2018 13:21:48,S1P6B,Fes,9.25,1.2614,1.145,5.5359,CD659 12cm rods
5/11/2018 13:21:55,S1P6B,Fes,8.71,1.2456,1.0705,5.3044,CD659 12cm rods
5/11/2018 13:22:03,S1P6B,Fes,11.12,1.284,1.0658,6.3443,CD659 12cm rods
5/11/2018 13:22:12,S1P6C,KanWal,13.23,1.3168,1.062,7.2917,CD659 12cm rods
5/11/2018 13:22:20,S1P6C,KanWal,11.63,1.2919,1.0644,6.5687,CD659 12cm rods
5/11/2018 13:22:28,S1P6C,KanWal,11.2,1.2874,1.0939,6.3804,CD659 12cm rods
5/11/2018 13:22:45,S1P6C,KanWal,4.41,1.1676,1.0405,3.5557,CD659 12cm rods
5/11/2018 13:22:54,S1P6C,KanWal,12.33,1.3032,1.0705,6.8797,CD659 12cm rods
5/11/2018 13:23:10,S1P6D,PhaSub,10.89,1.2817,1.0831,6.2449,CD659 12cm rods
5/11/2018 13:23:22,S1P6D,PhaSub,10.6,1.2761,1.0705,6.1158,CD659 12cm rods
5/11/2018 13:23:30,S1P6D,PhaSub,11.68,1.2942,1.085,6.5916,CD659 12cm rods
5/11/2018 13:23:42,S1P6D,PhaSub,8.79,1.2512,1.1153,5.3395,CD659 12cm rods
5/11/2018 13:23:50,S1P6D,PhaSub,11.17,1.2851,1.0699,6.3673,CD659 12cm rods
5/11/2018 13:24:22,S1P7A,DigBis,3.58,1.154,1.0532,3.2319,CD659 12cm rods
5/11/2018 13:24:31,S1P7A,DigBis,3.11,1.1461,1.0586,3.0527,CD659 12cm rods
5/11/2018 13:24:39,S1P7A,DigBis,3.41,1.154,1.0733,3.1654,CD659 12cm rods
5/11/2018 13:24:51,S1P7A,DigBis,4.99,1.1823,1.0701,3.7848,CD659 12cm rods
5/11/2018 13:24:59,S1P7A,DigBis,5.28,1.1845,1.0475,3.9027,CD659 12cm rods
5/11/2018 13:25:11,S1P7B,Bis,2.65,1.1393,1.0703,2.8763,CD659 12cm rods
5/11/2018 13:25:19,S1P7B,Bis,3.96,1.1664,1.0882,3.3795,CD659 12cm rods
5/11/2018 13:25:27,S1P7B,Bis,3.75,1.1619,1.0832,3.299,CD659 12cm rods
5/11/2018 13:25:39,S1P7B,Bis,2.62,1.1337,1.0423,2.8618,CD659 12cm rods
5/11/2018 13:25:47,S1P7B,Bis,5.13,1.1834,1.0596,3.8417,CD659 12cm rods
5/11/2018 13:25:59,S1P7C,Rho,2.61,1.1359,1.0555,2.8607,CD659 12cm rods
5/11/2018 13:26:06,S1P7C,Rho,5.48,1.1924,1.0808,3.9825,CD659 12cm rods
5/11/2018 13:26:14,S1P7C,Rho,3.81,1.1585,1.0537,3.3242,CD659 12cm rods
5/11/2018 13:26:26,S1P7C,Rho,2.59,1.1325,1.0388,2.8519,CD659 12cm rods
5/11/2018 13:26:34,S1P7C,Rho,4.94,1.1778,1.0436,3.7651,CD659 12cm rods
5/11/2018 13:26:47,S1P7D,Dig,2.72,1.1325,1.0237,2.903,CD659 12cm rods
5/11/2018 13:26:59,S1P7D,Dig,2.1,1.1212,1.031,2.665,CD659 12cm rods
5/11/2018 13:27:08,S1P7D,Dig,4.49,1.1687,1.0383,3.5865,CD659 12cm rods
5/11/2018 13:27:17,S1P7D,Dig,0,1.015,1.0008,1.1353,CD659 12cm rods
5/11/2018 13:27:25,S1P7D,Dig,4.3,1.1653,1.0385,3.5141,CD659 12cm rods
5/11/2018 13:27:50,S1P8A,Dig,11.62,1.2919,1.0656,6.5664,CD659 12cm rods
5/11/2018 13:28:00,S1P8A,Dig,4.6,1.1778,1.0865,3.6329,CD659 12cm rods
5/11/2018 13:28:09,S1P8A,Dig,11.96,1.2964,1.054,6.7168,CD659 12cm rods
5/11/2018 13:28:21,S1P8A,Dig,4.18,1.1608,1.0237,3.4653,CD659 12cm rods
5/11/2018 13:28:30,S1P8A,Dig,8.22,1.2354,1.0482,5.101,CD659 12cm rods
5/11/2018 13:28:44,S1P8B,Bis,10.3,1.2716,1.0744,5.984,CD659 12cm rods
5/11/2018 13:28:51,S1P8B,Bis,10.02,1.267,1.0722,5.8663,CD659 12cm rods
5/11/2018 13:28:59,S1P8B,Bis,9.71,1.2648,1.1034,5.7328,CD659 12cm rods
5/11/2018 13:29:11,S1P8B,Bis,11.33,1.2942,1.1549,6.4382,CD659 12cm rods
5/11/2018 13:29:18,S1P8B,Bis,11.71,1.2942,1.078,6.6058,CD659 12cm rods
5/11/2018 13:29:31,S1P8C,DigBis,7.81,1.2286,1.0498,4.9288,CD659 12cm rods
5/11/2018 13:29:38,S1P8C,DigBis,7.150001,1.2162,1.0384,4.6563,CD659 12cm rods
5/11/2018 13:29:47,S1P8C,DigBis,9.540001,1.2591,1.0711,5.6576,CD659 12cm rods
5/11/2018 13:29:59,S1P8C,DigBis,6.89,1.2128,1.0473,4.5524,CD659 12cm rods
5/11/2018 13:30:08,S1P8C,DigBis,11.02,1.2817,1.0562,6.3013,CD659 12cm rods
5/11/2018 13:30:20,S1P8D,Rho,9.77,1.2648,1.0925,5.7588,CD659 12cm rods
5/11/2018 13:30:28,S1P8D,Rho,9.89,1.2704,1.1352,5.810101,CD659 12cm rods
5/11/2018 13:30:37,S1P8D,Rho,9.98,1.2659,1.0674,5.8468,CD659 12cm rods
5/11/2018 13:30:45,S1P8D,Rho,8.71,1.2467,1.0808,5.3084,CD659 12cm rods
5/11/2018 13:30:52,S1P8D,Rho,12,1.2976,1.0618,6.7341,CD659 12cm rods
5/11/2018 13:31:49,S2P1A,Dig,9.38,1.2546,1.0489,5.5895,CD659 12cm rods
5/11/2018 13:31:58,S2P1A,Dig,4.77,1.1789,1.0732,3.6997,CD659 12cm rods
5/11/2018 13:32:06,S2P1A,Dig,13.14,1.3145,1.0493,7.2468,CD659 12cm rods
5/11/2018 13:32:19,S2P1A,Dig,8.65,1.2433,1.0562,5.2813,CD659 12cm rods
5/11/2018 13:32:28,S2P1A,Dig,11.9,1.2953,1.0514,6.6896,CD659 12cm rods
5/11/2018 13:32:40,S2P1B,DigBis,12.83,1.3111,1.0716,7.1082,CD659 12cm rods
5/11/2018 13:32:48,S2P1B,DigBis,10.72,1.2783,1.0754,6.1676,CD659 12cm rods
5/11/2018 13:32:55,S2P1B,DigBis,9.63,1.2603,1.0676,5.6954,CD659 12cm rods
5/11/2018 13:33:07,S2P1B,DigBis,8.54,1.241,1.0513,5.2356,CD659 12cm rods
5/11/2018 13:33:14,S2P1B,DigBis,11.01,1.2817,1.0584,6.2968,CD659 12cm rods
5/11/2018 13:33:27,S2P1C,Rho,14.04,1.3303,1.082,7.6646,CD659 12cm rods
5/11/2018 13:33:34,S2P1C,Rho,13.72,1.3258,1.0885,7.516,CD659 12cm rods
5/11/2018 13:33:42,S2P1C,Rho,12.69,1.31,1.0885,7.0433,CD659 12cm rods
5/11/2018 13:33:54,S2P1C,Rho,11.82,1.2964,1.0861,6.6539,CD659 12cm rods
5/11/2018 13:34:03,S2P1C,Rho,15.62,1.3541,1.0782,8.408999,CD659 12cm rods
5/11/2018 13:34:15,S2P1D,Bis,10.13,1.2704,1.0929,5.9115,CD659 12cm rods
5/11/2018 13:34:23,S2P1D,Bis,5.82,1.1947,1.052,4.1185,CD659 12cm rods
5/11/2018 13:34:30,S2P1D,Bis,10.7,1.2783,1.0795,6.1587,CD659 12cm rods
5/11/2018 13:34:41,S2P1D,Bis,10.67,1.2772,1.0709,6.1461,CD659 12cm rods
5/11/2018 13:34:48,S2P1D,Bis,6.89,1.2139,1.0585,4.5493,CD659 12cm rods
5/11/2018 13:35:15,S2P2A,Rho,3.04,1.1416,1.04,3.0244,CD659 12cm rods
5/11/2018 13:35:27,S2P2A,Rho,1.48,1.1077,1.0269,2.4327,CD659 12cm rods
5/11/2018 13:35:36,S2P2A,Rho,3.45,1.1506,1.0471,3.1823,CD659 12cm rods
5/11/2018 13:35:50,S2P2A,Rho,1.45,1.1077,1.0306,2.4194,CD659 12cm rods
5/11/2018 13:35:59,S2P2A,Rho,2.11,1.1212,1.0294,2.6705,CD659 12cm rods
5/11/2018 13:36:13,S2P2A,Rho,2.66,1.1371,1.0571,2.8772,CD659 12cm rods
5/11/2018 13:36:21,S2P2A,Rho,3.78,1.1574,1.0507,3.3103,CD659 12cm rods
5/11/2018 13:36:28,S2P2A,Rho,6.52,1.2049,1.0343,4.4014,CD659 12cm rods
5/11/2018 13:36:36,S2P2A,Rho,2.29,1.1348,1.0846,2.7357,CD659 12cm rods
5/11/2018 13:36:44,S2P2A,Rho,7.49,1.223,1.0467,4.7984,CD659 12cm rods
5/11/2018 13:36:56,S2P2B,Dig,3.03,1.1416,1.0408,3.0217,CD659 12cm rods
5/11/2018 13:37:04,S2P2B,Dig,2.54,1.1314,1.0382,2.8323,CD659 12cm rods
5/11/2018 13:37:11,S2P2B,Dig,3,1.1416,1.0445,3.0094,CD659 12cm rods
5/11/2018 13:37:24,S2P2B,Dig,2.23,1.1224,1.0231,2.7132,CD659 12cm rods
5/11/2018 13:37:32,S2P2B,Dig,2.71,1.1337,1.0316,2.898,CD659 12cm rods
5/11/2018 13:37:45,S2P2C,DigBis,2.92,1.1438,1.0665,2.9801,CD659 12cm rods
5/11/2018 13:37:53,S2P2C,DigBis,2.67,1.1371,1.0557,2.8821,CD659 12cm rods
5/11/2018 13:38:00,S2P2C,DigBis,3.16,1.1484,1.0667,3.0713,CD659 12cm rods
5/11/2018 13:38:11,S2P2C,DigBis,2.01,1.1224,1.0467,2.6309,CD659 12cm rods
5/11/2018 13:38:19,S2P2C,DigBis,2.66,1.1359,1.0498,2.8803,CD659 12cm rods
5/11/2018 16:50:01,S2P2D,Bis,2.77,1.1416,1.0707,2.9202,CD659 12cm rods
5/11/2018 16:50:10,S2P2D,Bis,2.48,1.1337,1.0573,2.8101,CD659 12cm rods
5/11/2018 16:50:19,S2P2D,Bis,3.31,1.1506,1.0638,3.1271,CD659 12cm rods
5/11/2018 16:50:32,S2P2D,Bis,1.84,1.1156,1.0293,2.5669,CD659 12cm rods
5/11/2018 16:50:40,S2P2D,Bis,2.54,1.1325,1.0445,2.8325,CD659 12cm rods
5/11/2018 13:38:46,S2P3A,PhaSub,1.63,1.1133,1.0396,2.4887,CD659 12cm rods
5/11/2018 13:38:54,S2P3A,PhaSub,2.5,1.1416,1.0994,2.8187,CD659 12cm rods
5/11/2018 13:39:04,S2P3A,PhaSub,0,1.0602,1.0127,1.7071,CD659 12cm rods
5/11/2018 13:39:19,S2P3A,PhaSub,3.13,1.1416,1.0294,3.0593,CD659 12cm rods
5/11/2018 13:39:28,S2P3A,PhaSub,0.24,1.0772,1.0128,1.9697,CD659 12cm rods
5/11/2018 13:39:44,S2P3B,Luc,2.66,1.1461,1.1083,2.8794,CD659 12cm rods
5/11/2018 13:39:52,S2P3B,Luc,4.04,1.1676,1.0855,3.4128,CD659 12cm rods
5/11/2018 13:39:59,S2P3B,Luc,2.8,1.1484,1.1069,2.9314,CD659 12cm rods
5/11/2018 13:40:07,S2P3B,Luc,3.74,1.1687,1.128,3.2945,CD659 12cm rods
5/11/2018 13:40:15,S2P3B,Luc,3.24,1.1518,1.0782,3.1019,CD659 12cm rods
5/11/2018 13:40:25,S2P3C,Fes,3.14,1.1495,1.0757,3.0639,CD659 12cm rods
5/11/2018 13:40:33,S2P3C,Fes,2.57,1.1416,1.0922,2.8447,CD659 12cm rods
5/11/2018 13:40:40,S2P3C,Fes,1.31,1.1122,1.0671,2.3669,CD659 12cm rods
5/11/2018 13:40:47,S2P3C,Fes,2.22,1.1303,1.0664,2.7118,CD659 12cm rods
5/11/2018 13:40:54,S2P3C,Fes,3.9,1.1653,1.088,3.3558,CD659 12cm rods
5/11/2018 13:41:08,S2P3D,KanWal,3.64,1.1506,1.0247,3.2544,CD659 12cm rods
5/11/2018 13:41:17,S2P3D,KanWal,4.72,1.1879,1.1433,3.6793,CD659 12cm rods
5/11/2018 13:41:26,S2P3D,KanWal,1.00E+09,1.2128,1.2508,9999999,CD659 12cm rods
5/11/2018 13:41:40,S2P3D,KanWal,6.66,1.2083,1.0431,4.4569,CD659 12cm rods
5/11/2018 13:41:49,S2P3D,KanWal,0.8,1.0896,1.0114,2.1778,CD659 12cm rods
5/11/2018 13:42:13,S2P4A,Luc,3.63,1.1585,1.075,3.2543,CD659 12cm rods
5/11/2018 13:42:21,S2P4A,Luc,2.4,1.1359,1.0789,2.7783,CD659 12cm rods
5/11/2018 13:42:29,S2P4A,Luc,2.34,1.1438,1.1292,2.7562,CD659 12cm rods
5/11/2018 13:42:36,S2P4A,Luc,4.21,1.1845,1.1787,3.478,CD659 12cm rods
5/11/2018 13:42:44,S2P4A,Luc,1.83,1.1156,1.0301,2.564,CD659 12cm rods
5/11/2018 13:42:54,S2P4B,PhaSub,4.5,1.1766,1.0914,3.592,CD659 12cm rods
5/11/2018 13:43:02,S2P4B,PhaSub,3.54,1.1585,1.0861,3.2174,CD659 12cm rods
5/11/2018 13:43:09,S2P4B,PhaSub,5.98,1.2037,1.1029,4.1805,CD659 12cm rods
5/11/2018 13:43:22,S2P4B,PhaSub,3.12,1.1472,1.0644,3.056,CD659 12cm rods
5/11/2018 13:43:30,S2P4B,PhaSub,7.14,1.2196,1.0712,4.6516,CD659 12cm rods
5/11/2018 13:43:44,S2P4C,Fes,2.32,1.1359,1.0871,2.7492,CD659 12cm rods
5/11/2018 13:43:51,S2P4C,Fes,2.33,1.1314,1.0614,2.7518,CD659 12cm rods
5/11/2018 13:43:59,S2P4C,Fes,2.57,1.1393,1.0796,2.8437,CD659 12cm rods
5/11/2018 13:44:12,S2P4C,Fes,2.74,1.1393,1.0604,2.9105,CD659 12cm rods
5/11/2018 13:44:19,S2P4C,Fes,2.89,1.1416,1.0575,2.9654,CD659 12cm rods
5/11/2018 13:44:33,S2P4D,KanWal,1.32,1.1032,1.0223,2.3696,CD659 12cm rods
5/11/2018 13:44:45,S2P4D,KanWal,2.48,1.1337,1.0569,2.8114,CD659 12cm rods
5/11/2018 13:44:55,S2P4D,KanWal,2.68,1.1337,1.0349,2.8871,CD659 12cm rods
5/11/2018 13:45:09,S2P4D,KanWal,0.43,1.0805,1.0092,2.0379,CD659 12cm rods
5/11/2018 13:45:20,S2P4D,KanWal,0.37,1.0794,1.0102,2.0161,CD659 12cm rods
5/11/2018 13:45:48,S2P5A,PhaSub,11.96,1.2976,1.0704,6.7176,CD659 12cm rods
5/11/2018 13:45:55,S2P5A,PhaSub,10.15,1.2693,1.0746,5.9221,CD659 12cm rods
5/11/2018 13:46:02,S2P5A,PhaSub,11.7,1.2942,1.0817,6.5983,CD659 12cm rods
5/11/2018 13:46:15,S2P5A,PhaSub,8.349999,1.2444,1.1169,5.1569,CD659 12cm rods
5/11/2018 13:46:23,S2P5A,PhaSub,11.38,1.2874,1.0554,6.4597,CD659 12cm rods
5/11/2018 13:46:36,S2P5B,Fes,9.610001,1.2603,1.0701,5.6897,CD659 12cm rods
5/11/2018 13:46:44,S2P5B,Fes,8.98,1.2512,1.0836,5.4193,CD659 12cm rods
5/11/2018 13:46:51,S2P5B,Fes,9.79,1.2625,1.0634,5.765,CD659 12cm rods
5/11/2018 13:47:03,S2P5B,Fes,7.150001,1.2184,1.0582,4.6588,CD659 12cm rods
5/11/2018 13:47:10,S2P5B,Fes,13.99,1.3292,1.0755,7.6412,CD659 12cm rods
5/11/2018 13:47:23,S2P5C,Luc,11.11,1.284,1.0676,6.3407,CD659 12cm rods
5/11/2018 13:47:31,S2P5C,Luc,10.37,1.2727,1.0729,6.0179,CD659 12cm rods
5/11/2018 13:47:39,S2P5C,Luc,12.44,1.3055,1.0781,6.931,CD659 12cm rods
5/11/2018 13:47:52,S2P5C,Luc,10.72,1.2783,1.074,6.1705,CD659 12cm rods
5/11/2018 13:48:00,S2P5C,Luc,10.12,1.267,1.0529,5.909,CD659 12cm rods
5/11/2018 13:48:16,S2P5D,KanWal,9.360001,1.2557,1.0654,5.5812,CD659 12cm rods
5/11/2018 13:48:25,S2P5D,KanWal,7.58,1.2343,1.1386,4.8328,CD659 12cm rods
5/11/2018 13:48:34,S2P5D,KanWal,10.35,1.2704,1.0494,6.0074,CD659 12cm rods
5/11/2018 13:48:50,S2P5D,KanWal,12.55,1.3066,1.0701,6.9788,CD659 12cm rods
5/11/2018 13:49:01,S2P5D,KanWal,10.71,1.2772,1.0631,6.1626,CD659 12cm rods
