TimeStamp,Subplot ID,Sp.Abv.,Moisture ( % ),Period ( us ),Attenuation,Permittivity,Probe Model
30/04/2019 11:17,S1P5A,KanWal,0,1.0681,1.0074,1.8486,CD659 12cm rods
30/04/2019 11:17,S1P5A,KanWal,0,1.0093,1.0018,1.0615,CD659 12cm rods
30/04/2019 11:18,S1P5A,KanWal,0,0.9845,1.0012,1,CD659 12cm rods
30/04/2019 11:18,S1P5A,KanWal,0,0.9855999,1.001,1,CD659 12cm rods
30/04/2019 11:18,S1P5A,KanWal,0,1.0681,1.0057,1.8554,CD659 12cm rods
30/04/2019 11:18,S1P5B,Luc,1.36,1.1032,1.0172,2.3878,CD659 12cm rods
30/04/2019 11:18,S1P5B,Luc,1.47,1.1077,1.0287,2.4263,CD659 12cm rods
30/04/2019 11:18,S1P5B,Luc,2.17,1.1292,1.0658,2.6921,CD659 12cm rods
30/04/2019 11:19,S1P5B,Luc,3.39,1.1461,1.0262,3.1594,CD659 12cm rods
30/04/2019 11:19,S1P5B,Luc,8.21,1.2343,1.0377,5.0981,CD659 12cm rods
30/04/2019 11:19,S1P5C,Fes,4.38,1.1823,1.1443,3.5448,CD659 12cm rods
30/04/2019 11:19,S1P5C,Fes,6.03,1.1981,1.0502,4.2013,CD659 12cm rods
30/04/2019 11:19,S1P5C,Fes,3.17,1.1461,1.0519,3.0752,CD659 12cm rods
30/04/2019 11:20,S1P5C,Fes,2.79,1.1563,1.1541,2.9281,CD659 12cm rods
30/04/2019 11:20,S1P5C,Fes,5.52,1.1879,1.0414,3.9958,CD659 12cm rods
30/04/2019 11:20,S1P5D,PhaSub,0.96,1.093,1.0113,2.2353,CD659 12cm rods
30/04/2019 11:20,S1P5D,PhaSub,2.97,1.1371,1.0214,2.9974,CD659 12cm rods
30/04/2019 11:20,S1P5D,PhaSub,1.35,1.1032,1.0186,2.3828,CD659 12cm rods
30/04/2019 11:21,S1P5D,PhaSub,3.28,1.1438,1.0256,3.1165,CD659 12cm rods
30/04/2019 11:21,S1P5D,PhaSub,3.83,1.154,1.0227,3.3293,CD659 12cm rods
30/04/2019 11:22,S1P6A,Luc,1.42,1.1032,1.0112,2.4094,CD659 12cm rods
30/04/2019 11:22,S1P6A,Luc,0.35,1.0783,1.0066,2.0116,CD659 12cm rods
30/04/2019 11:22,S1P6A,Luc,0.4,1.0794,1.0068,2.0289,CD659 12cm rods
30/04/2019 11:23,S1P6A,Luc,2.12,1.119,1.0169,2.6721,CD659 12cm rods
30/04/2019 11:23,S1P6A,Luc,0,1.0105,1.0033,1.0687,CD659 12cm rods
30/04/2019 11:24,S1P6B,Fes,2.7,1.1314,1.0198,2.8942,CD659 12cm rods
30/04/2019 11:24,S1P6B,Fes,5.48,1.1868,1.0374,3.9821,CD659 12cm rods
30/04/2019 11:24,S1P6B,Fes,6.539999,1.206,1.0417,4.4079,CD659 12cm rods
30/04/2019 11:24,S1P6B,Fes,4.26,1.1676,1.0594,3.4969,CD659 12cm rods
30/04/2019 11:24,S1P6B,Fes,5.49,1.1857,1.0282,3.9833,CD659 12cm rods
30/04/2019 11:24,S1P6C,KanWal,0,1.067,1.0083,1.8278,CD659 12cm rods
30/04/2019 11:25,S1P6C,KanWal,1.03,1.0964,1.0191,2.2639,CD659 12cm rods
30/04/2019 11:25,S1P6C,KanWal,3.25,1.1438,1.0287,3.1063,CD659 12cm rods
30/04/2019 11:25,S1P6C,KanWal,1.92,1.1178,1.0329,2.5953,CD659 12cm rods
30/04/2019 11:25,S1P6C,KanWal,4.52,1.1687,1.0338,3.6001,CD659 12cm rods
30/04/2019 11:25,S1P6D,PhaSub,4.84,1.1755,1.0404,3.7254,CD659 12cm rods
30/04/2019 11:26,S1P6D,PhaSub,1.51,1.1065,1.0185,2.4428,CD659 12cm rods
30/04/2019 11:26,S1P6D,PhaSub,1.59,1.1077,1.0158,2.4723,CD659 12cm rods
30/04/2019 11:26,S1P6D,PhaSub,5.23,1.1845,1.0541,3.8831,CD659 12cm rods
30/04/2019 11:26,S1P6D,PhaSub,5.23,1.1845,1.0541,3.8831,CD659 12cm rods
30/04/2019 11:29,S1P7A,DigBis,5.88,1.1958,1.053,4.1416,CD659 12cm rods
30/04/2019 11:29,S1P7A,DigBis,3.09,1.1438,1.0481,3.0424,CD659 12cm rods
30/04/2019 11:30,S1P7A,DigBis,3.55,1.1495,1.0284,3.2202,CD659 12cm rods
30/04/2019 11:30,S1P7A,DigBis,5.08,1.18,1.0408,3.8226,CD659 12cm rods
30/04/2019 11:30,S1P7A,DigBis,5.39,1.1868,1.0499,3.946,CD659 12cm rods
30/04/2019 11:30,S1P7B,Bis,2.76,1.145,1.0913,2.917,CD659 12cm rods
30/04/2019 11:30,S1P7B,Bis,3.9,1.1563,1.0279,3.359,CD659 12cm rods
30/04/2019 11:31,S1P7B,Bis,3.3,1.1438,1.0233,3.1239,CD659 12cm rods
30/04/2019 11:31,S1P7B,Bis,2.33,1.1269,1.0357,2.7544,CD659 12cm rods
30/04/2019 11:31,S1P7B,Bis,2.14,1.119,1.0142,2.6812,CD659 12cm rods
30/04/2019 11:31,S1P7C,Rho,6.360001,1.2037,1.049,4.3353,CD659 12cm rods
30/04/2019 11:31,S1P7C,Rho,7.27,1.2184,1.0391,4.7086,CD659 12cm rods
30/04/2019 11:32,S1P7C,Rho,6.7,1.2083,1.0371,4.4728,CD659 12cm rods
30/04/2019 11:32,S1P7C,Rho,4.45,1.1698,1.0505,3.5731,CD659 12cm rods
30/04/2019 11:32,S1P7C,Rho,2.5,1.128,1.0235,2.8178,CD659 12cm rods
30/04/2019 11:32,S1P7D,Dig,3.88,1.1597,1.0527,3.3507,CD659 12cm rods
30/04/2019 11:32,S1P7D,Dig,2.67,1.1337,1.0359,2.8835,CD659 12cm rods
30/04/2019 11:33,S1P7D,Dig,0.56,1.0839,1.011,2.0862,CD659 12cm rods
30/04/2019 11:33,S1P7D,Dig,4.3,1.1698,1.0696,3.5131,CD659 12cm rods
30/04/2019 11:33,S1P7D,Dig,3.19,1.1427,1.0292,3.0823,CD659 12cm rods
30/04/2019 11:33,S1P8A,Dig,3.58,1.154,1.0533,3.2316,CD659 12cm rods
30/04/2019 11:34,S1P8A,Dig,2.12,1.1246,1.0466,2.6736,CD659 12cm rods
30/04/2019 11:34,S1P8A,Dig,1.29,1.1009,1.0145,2.3586,CD659 12cm rods
30/04/2019 11:34,S1P8A,Dig,1.67,1.1099,1.0184,2.5034,CD659 12cm rods
30/04/2019 11:34,S1P8A,Dig,2.88,1.1427,1.0645,2.9643,CD659 12cm rods
30/04/2019 11:34,S1P8B,Bis,1.76,1.1111,1.0144,2.5377,CD659 12cm rods
30/04/2019 11:35,S1P8B,Bis,2.01,1.1167,1.0165,2.6322,CD659 12cm rods
30/04/2019 11:35,S1P8B,Bis,4.21,1.1687,1.0727,3.4789,CD659 12cm rods
30/04/2019 11:35,S1P8B,Bis,1.00E+09,1.2264,1.456,9999999,CD659 12cm rods
30/04/2019 11:35,S1P8B,Bis,4.27,1.1631,1.0266,3.5033,CD659 12cm rods
30/04/2019 11:36,S1P8C,DigBis,3.13,1.1416,1.0292,3.0602,CD659 12cm rods
30/04/2019 11:36,S1P8C,DigBis,2.92,1.1371,1.0276,2.9771,CD659 12cm rods
30/04/2019 11:36,S1P8C,DigBis,1.77,1.1122,1.0199,2.5385,CD659 12cm rods
30/04/2019 11:36,S1P8C,DigBis,4.09,1.1608,1.0342,3.4328,CD659 12cm rods
30/04/2019 11:36,S1P8C,DigBis,5.11,1.18,1.0375,3.8324,CD659 12cm rods
30/04/2019 11:36,S1P8D,Rho,3.86,1.1585,1.0475,3.3438,CD659 12cm rods
30/04/2019 11:37,S1P8D,Rho,3.15,1.1495,1.0749,3.0666,CD659 12cm rods
30/04/2019 11:37,S1P8D,Rho,4.46,1.1698,1.0493,3.5769,CD659 12cm rods
30/04/2019 11:37,S1P8D,Rho,3.4,1.1484,1.0392,3.1623,CD659 12cm rods
30/04/2019 11:37,S1P8D,Rho,4.43,1.1676,1.0378,3.564,CD659 12cm rods
