DateTime,Subplot ID,Sp.Abv.,Moisture ( % ),Period ( us ),Attenuation,Permittivity,Probe Model
1/11/2018 0:16,S1P4D,KanWal,3.06,1.1382,1.0176,3.0317,CD659 12cm rods
1/11/2018 0:16,S1P4D,KanWal,3.96,1.1585,1.0358,3.3808,CD659 12cm rods
,S1P5A,KanWal,<3,,,,
,S1P5A,KanWal,<3,,,,
,S1P5A,KanWal,<3,,,,
,S1P5A,KanWal,<3,,,,
,S1P5A,KanWal,<3,,,,
,S1P5B,Luc,<3,,,,
,S1P5B,Luc,<3,,,,
,S1P5B,Luc,<3,,,,
,S1P5B,Luc,<3,,,,
,S1P5B,Luc,<3,,,,
,S1P5C,Fes,<3,,,,
,S1P5C,Fes,<3,,,,
,S1P5C,Fes,<3,,,,
,S1P5C,Fes,<3,,,,
,S1P5C,Fes,<3,,,,
,S1P5D,PhaSub,<3,,,,
,S1P5D,PhaSub,<3,,,,
,S1P5D,PhaSub,<3,,,,
,S1P5D,PhaSub,<3,,,,
,S1P5D,PhaSub,<3,,,,
1/11/2018 0:17,S1P6A,Luc,1.44,1.1043,1.0148,2.4164,CD659 12cm rods
1/11/2018 0:17,S1P6A,Luc,0,1.0557,1.0065,1.6647,CD659 12cm rods
1/11/2018 0:17,S1P6A,Luc,1.94,1.1145,1.0122,2.6061,CD659 12cm rods
1/11/2018 0:17,S1P6A,Luc,3.61,1.1495,1.0207,3.2444,CD659 12cm rods
1/11/2018 0:18,S1P6A,Luc,0,0.998,1.0015,1,CD659 12cm rods
1/11/2018 0:18,S1P6B,Fes,0,1.0692,1.0061,1.8712,CD659 12cm rods
1/11/2018 0:18,S1P6B,Fes,0.47,1.0839,1.0198,2.053,CD659 12cm rods
1/11/2018 0:18,S1P6B,Fes,0.21,1.076,1.0109,1.9592,CD659 12cm rods
1/11/2018 0:18,S1P6B,Fes,0,1.0568,1.0037,1.6925,CD659 12cm rods
1/11/2018 0:18,S1P6B,Fes,0,1.0557,1.0056,1.6683,CD659 12cm rods
1/11/2018 0:19,S1P6C,KanWal,6.26,1.2015,1.0449,4.2941,CD659 12cm rods
1/11/2018 0:19,S1P6C,KanWal,2.25,1.1224,1.0201,2.7235,CD659 12cm rods
1/11/2018 0:19,S1P6C,KanWal,6.75,1.2105,1.0488,4.495,CD659 12cm rods
1/11/2018 0:19,S1P6C,KanWal,1.47,1.1043,1.0113,2.429,CD659 12cm rods
1/11/2018 0:19,S1P6C,KanWal,6.2,1.2004,1.0439,4.2709,CD659 12cm rods
1/11/2018 0:20,S1P6D,PhaSub,3.22,1.1427,1.026,3.0928,CD659 12cm rods
1/11/2018 0:20,S1P6D,PhaSub,3.67,1.1518,1.0276,3.268,CD659 12cm rods
1/11/2018 0:20,S1P6D,PhaSub,3.45,1.1472,1.0265,3.1808,CD659 12cm rods
1/11/2018 0:20,S1P6D,PhaSub,2.04,1.1201,1.0311,2.6436,CD659 12cm rods
1/11/2018 0:20,S1P6D,PhaSub,2.05,1.1178,1.0179,2.6479,CD659 12cm rods
1/11/2018 0:21,S1P7A,DigBis,0,1.0613,1.0075,1.7448,CD659 12cm rods
1/11/2018 0:21,S1P7A,DigBis,0,1.0082,1.0011,1.0508,CD659 12cm rods
1/11/2018 0:21,S1P7A,DigBis,0,1.0071,1.0011,1.0374,CD659 12cm rods
1/11/2018 0:21,S1P7A,DigBis,0,1.0082,1.0012,1.0506,CD659 12cm rods
1/11/2018 0:21,S1P7A,DigBis,0,1.0082,1.0012,1.0503,CD659 12cm rods
1/11/2018 0:21,S1P7B,Bis,0,1.0659,1.0075,1.8135,CD659 12cm rods
1/11/2018 0:21,S1P7B,Bis,0,0.9946,1.0008,1,CD659 12cm rods
1/11/2018 0:22,S1P7B,Bis,0,0.9946,1.0008,1,CD659 12cm rods
1/11/2018 0:22,S1P7B,Bis,0,0.9946,1.0011,1,CD659 12cm rods
1/11/2018 0:22,S1P7B,Bis,0,0.9946,1.0006,1,CD659 12cm rods
1/11/2018 0:22,S1P7C,Rho,0,1.0466,1.0051,1.5394,CD659 12cm rods
1/11/2018 0:22,S1P7C,Rho,0,1.05,1.0064,1.5825,CD659 12cm rods
1/11/2018 0:22,S1P7C,Rho,0,1.05,1.006,1.5843,CD659 12cm rods
1/11/2018 0:22,S1P7C,Rho,0,1.05,1.0057,1.5857,CD659 12cm rods
1/11/2018 0:22,S1P7C,Rho,0,1.05,1.0058,1.585,CD659 12cm rods
1/11/2018 0:23,S1P7D,Dig,1.2,1.0975,1.0068,2.328,CD659 12cm rods
1/11/2018 0:23,S1P7D,Dig,0,1.0591,1.0028,1.7296,CD659 12cm rods
1/11/2018 0:23,S1P7D,Dig,0,1.0591,1.0028,1.7296,CD659 12cm rods
1/11/2018 0:23,S1P7D,Dig,0,1.0591,1.0031,1.7285,CD659 12cm rods
1/11/2018 0:23,S1P7D,Dig,0,1.0591,1.003,1.7289,CD659 12cm rods
1/11/2018 0:23,S1P8A,Dig,1.76,1.1111,1.0145,2.5374,CD659 12cm rods
1/11/2018 0:23,S1P8A,Dig,0,1.0455,1.0059,1.5199,CD659 12cm rods
1/11/2018 0:24,S1P8A,Dig,4.32,1.1631,1.0207,3.521,CD659 12cm rods
1/11/2018 0:24,S1P8A,Dig,0,1.0591,1.0037,1.7262,CD659 12cm rods
1/11/2018 0:24,S1P8A,Dig,0.8300001,1.0907,1.0142,2.1863,CD659 12cm rods
1/11/2018 0:24,S1P8B,Bis,0.03,1.0715,1.0097,1.8925,CD659 12cm rods
1/11/2018 0:24,S1P8B,Bis,1.77,1.1111,1.0137,2.5403,CD659 12cm rods
1/11/2018 0:24,S1P8B,Bis,0.28,1.0772,1.0087,1.9855,CD659 12cm rods
1/11/2018 0:25,S1P8B,Bis,1.18,1.1009,1.0254,2.3189,CD659 12cm rods
1/11/2018 0:25,S1P8B,Bis,2.61,1.1337,1.0435,2.8577,CD659 12cm rods
1/11/2018 0:25,S1P8C,DigBis,0,1.0557,1.0058,1.6676,CD659 12cm rods
1/11/2018 0:25,S1P8C,DigBis,2.07,1.1167,1.0101,2.6542,CD659 12cm rods
1/11/2018 0:25,S1P8C,DigBis,0,1.0331,1.0036,1.3579,CD659 12cm rods
1/11/2018 0:25,S1P8C,DigBis,0.9799999,1.093,1.009,2.2436,CD659 12cm rods
1/11/2018 0:26,S1P8C,DigBis,0,1.0568,1.0053,1.6864,CD659 12cm rods
1/11/2018 0:26,S1P8D,Rho,2.23,1.1235,1.0284,2.7159,CD659 12cm rods
1/11/2018 0:26,S1P8D,Rho,2.35,1.1258,1.0273,2.7621,CD659 12cm rods
1/11/2018 0:26,S1P8D,Rho,2.22,1.1224,1.0239,2.7105,CD659 12cm rods
1/11/2018 0:26,S1P8D,Rho,1.51,1.1054,1.0127,2.4435,CD659 12cm rods
1/11/2018 0:26,S1P8D,Rho,2.5,1.1269,1.0172,2.8178,CD659 12cm rods
