Date,StartTime,Subplot ID,Sp.Abv.,Soil Moisture
25/09/2018,10:00,S1P4C,Luc,2.1
25/09/2018,10:00,S1P4C,Luc,5.2
25/09/2018,10:00,S1P4D,KanWal,1.6
25/09/2018,10:00,S1P4D,KanWal,<3
25/09/2018,10:00,S1P4D,KanWal,<3
25/09/2018,10:00,S1P4D,KanWal,<3
25/09/2018,10:00,S1P4D,KanWal,<3
25/09/2018,10:00,S1P5A,KanWal,<3
25/09/2018,10:00,S1P5A,KanWal,1.4
25/09/2018,10:00,S1P5A,KanWal,0
25/09/2018,10:00,S1P5A,KanWal,<3
25/09/2018,10:00,S1P5A,KanWal,<3
25/09/2018,10:00,S1P5B,Luc,<3
25/09/2018,10:00,S1P5B,Luc,<3
25/09/2018,10:00,S1P5B,Luc,<3
25/09/2018,10:00,S1P5B,Luc,<3
25/09/2018,10:00,S1P5B,Luc,<3
25/09/2018,10:00,S1P5C,Fes,0.6
25/09/2018,10:00,S1P5C,Fes,0
25/09/2018,10:00,S1P5C,Fes,0.1
25/09/2018,10:00,S1P5C,Fes,<3
25/09/2018,10:00,S1P5C,Fes,0
25/09/2018,10:00,S1P5D,PhaSub,6.2
25/09/2018,10:00,S1P5D,PhaSub,3.6
25/09/2018,10:00,S1P5D,PhaSub,7.8
25/09/2018,10:00,S1P5D,PhaSub,6.4
25/09/2018,10:00,S1P5D,PhaSub,4.1
25/09/2018,10:00,S1P6A,Luc,2.1
25/09/2018,10:00,S1P6A,Luc,<3
25/09/2018,10:00,S1P6A,Luc,2.8
25/09/2018,10:00,S1P6A,Luc,3.8
25/09/2018,10:00,S1P6A,Luc,5.2
25/09/2018,10:00,S1P6B,Fes,2.1
25/09/2018,10:00,S1P6B,Fes,1
25/09/2018,10:00,S1P6B,Fes,<3
25/09/2018,10:00,S1P6B,Fes,<3
25/09/2018,10:00,S1P6B,Fes,<3
25/09/2018,10:00,S1P6C,KanWal,7.5
25/09/2018,10:00,S1P6C,KanWal,3.2
25/09/2018,10:00,S1P6C,KanWal,4.3
25/09/2018,10:00,S1P6C,KanWal,3.9
25/09/2018,10:00,S1P6C,KanWal,11.9
25/09/2018,10:00,S1P6D,PhaSub,2.7
25/09/2018,10:00,S1P6D,PhaSub,2.3
25/09/2018,10:00,S1P6D,PhaSub,4.4
25/09/2018,10:00,S1P6D,PhaSub,6.9
25/09/2018,10:00,S1P6D,PhaSub,3.8
25/09/2018,10:00,S1P7A,DigBis,<3
25/09/2018,10:00,S1P7A,DigBis,<3
25/09/2018,10:00,S1P7A,DigBis,<3
25/09/2018,10:00,S1P7A,DigBis,<3
25/09/2018,10:00,S1P7A,DigBis,<3
25/09/2018,10:00,S1P7B,Bis,0.6
25/09/2018,10:00,S1P7B,Bis,0.1
25/09/2018,10:00,S1P7B,Bis,<3
25/09/2018,10:00,S1P7B,Bis,<3
25/09/2018,10:00,S1P7B,Bis,<3
25/09/2018,10:00,S1P7C,Rho,<3
25/09/2018,10:00,S1P7C,Rho,<3
25/09/2018,10:00,S1P7C,Rho,<3
25/09/2018,10:00,S1P7C,Rho,1.8
25/09/2018,10:00,S1P7C,Rho,1.3
25/09/2018,10:00,S1P7D,Dig,2
25/09/2018,10:00,S1P7D,Dig,0.5
25/09/2018,10:00,S1P7D,Dig,1.6
25/09/2018,10:00,S1P7D,Dig,<3
25/09/2018,10:00,S1P7D,Dig,2.3
25/09/2018,10:00,S1P8A,Dig,4.2
25/09/2018,10:00,S1P8A,Dig,7.3
25/09/2018,10:00,S1P8A,Dig,12.6
25/09/2018,10:00,S1P8A,Dig,7.4
25/09/2018,10:00,S1P8A,Dig,3.6
25/09/2018,10:00,S1P8B,Bis,1.6
25/09/2018,10:00,S1P8B,Bis,1.5
25/09/2018,10:00,S1P8B,Bis,1.2
25/09/2018,10:00,S1P8B,Bis,1.2
25/09/2018,10:00,S1P8B,Bis,1.6
25/09/2018,10:00,S1P8C,DigBis,2.6
25/09/2018,10:00,S1P8C,DigBis,<3
25/09/2018,10:00,S1P8C,DigBis,<3
25/09/2018,10:00,S1P8C,DigBis,<3
25/09/2018,10:00,S1P8C,DigBis,5.1
25/09/2018,10:00,S1P8D,Rho,<3
25/09/2018,10:00,S1P8D,Rho,2.8
25/09/2018,10:00,S1P8D,Rho,3.3
25/09/2018,10:00,S1P8D,Rho,2.1
25/09/2018,10:00,S1P8D,Rho,4.5
25/09/2018,10:00,S2P1A,Dig,3.8
25/09/2018,10:00,S2P1A,Dig,3.8
25/09/2018,10:00,S2P1A,Dig,7.5
25/09/2018,10:00,S2P1A,Dig,5.7
25/09/2018,10:00,S2P1A,Dig,4.9
25/09/2018,10:00,S2P1B,DigBis,2.9
25/09/2018,10:00,S2P1B,DigBis,1.8
25/09/2018,10:00,S2P1B,DigBis,0.2
25/09/2018,10:00,S2P1B,DigBis,2.3
25/09/2018,10:00,S2P1B,DigBis,<3
25/09/2018,10:00,S2P1C,Rho,5.9
25/09/2018,10:00,S2P1C,Rho,0.7
25/09/2018,10:00,S2P1C,Rho,3.2
25/09/2018,10:00,S2P1C,Rho,4.5
25/09/2018,10:00,S2P1C,Rho,5
25/09/2018,10:00,S2P1D,Bis,1.6
25/09/2018,10:00,S2P1D,Bis,1.1
25/09/2018,10:00,S2P1D,Bis,1.8
25/09/2018,10:00,S2P1D,Bis,<3
25/09/2018,10:00,S2P1D,Bis,1.7
25/09/2018,10:00,S2P2A,Rho,<3
25/09/2018,10:00,S2P2A,Rho,0.1
25/09/2018,10:00,S2P2A,Rho,<3
25/09/2018,10:00,S2P2A,Rho,<3
25/09/2018,10:00,S2P2A,Rho,<3
25/09/2018,10:00,S2P2B,Dig,<3
25/09/2018,10:00,S2P2B,Dig,0.9
25/09/2018,10:00,S2P2B,Dig,1.6
25/09/2018,10:00,S2P2B,Dig,<3
25/09/2018,10:00,S2P2B,Dig,1.9
25/09/2018,10:00,S2P2C,DigBis,<3
25/09/2018,10:00,S2P2C,DigBis,<3
25/09/2018,10:00,S2P2C,DigBis,1.9
25/09/2018,10:00,S2P2C,DigBis,<3
25/09/2018,10:00,S2P2C,DigBis,<3
25/09/2018,10:00,S2P2D,Bis,<3
25/09/2018,10:00,S2P2D,Bis,<3
25/09/2018,10:00,S2P2D,Bis,0.2
25/09/2018,10:00,S2P2D,Bis,<3
25/09/2018,10:00,S2P2D,Bis,1.1
25/09/2018,10:00,S2P3A,PhaSub,7.9
25/09/2018,10:00,S2P3A,PhaSub,1.4
25/09/2018,10:00,S2P3A,PhaSub,4.4
25/09/2018,10:00,S2P3A,PhaSub,8.2
25/09/2018,10:00,S2P3A,PhaSub,1.9
25/09/2018,10:00,S2P3B,Luc,0.5
25/09/2018,10:00,S2P3B,Luc,<3
25/09/2018,10:00,S2P3B,Luc,<3
25/09/2018,10:00,S2P3B,Luc,<3
25/09/2018,10:00,S2P3B,Luc,<3
25/09/2018,10:00,S2P3C,Fes,0
25/09/2018,10:00,S2P3C,Fes,0
25/09/2018,10:00,S2P3C,Fes,<3
25/09/2018,10:00,S2P3C,Fes,<3
25/09/2018,10:00,S2P3C,Fes,0.4
25/09/2018,10:00,S2P3D,KanWal,<3
25/09/2018,10:00,S2P3D,KanWal,0.5
25/09/2018,10:00,S2P3D,KanWal,<3
25/09/2018,10:00,S2P3D,KanWal,0
25/09/2018,10:00,S2P3D,KanWal,0.3
25/09/2018,10:00,S2P4A,Luc,1.2
25/09/2018,10:00,S2P4A,Luc,0.5
25/09/2018,10:00,S2P4A,Luc,0.7
25/09/2018,10:00,S2P4A,Luc,<3
25/09/2018,10:00,S2P4A,Luc,1.2
25/09/2018,10:00,S2P4B,PhaSub,2.9
25/09/2018,10:00,S2P4B,PhaSub,2.7
25/09/2018,10:00,S2P4B,PhaSub,9.7
25/09/2018,10:00,S2P4B,PhaSub,2.7
25/09/2018,10:00,S2P4B,PhaSub,3.6
25/09/2018,10:00,S2P4C,Fes,0
25/09/2018,10:00,S2P4C,Fes,0.4
25/09/2018,10:00,S2P4C,Fes,<3
25/09/2018,10:00,S2P4C,Fes,0.6
25/09/2018,10:00,S2P4C,Fes,<3
25/09/2018,10:00,S2P4D,KanWal,<3
25/09/2018,10:00,S2P4D,KanWal,0
25/09/2018,10:00,S2P4D,KanWal,0
25/09/2018,10:00,S2P4D,KanWal,0
25/09/2018,10:00,S2P4D,KanWal,<3
25/09/2018,10:00,S2P5A,PhaSub,4.8
25/09/2018,10:00,S2P5A,PhaSub,6.5
25/09/2018,10:00,S2P5A,PhaSub,10.6
25/09/2018,10:00,S2P5A,PhaSub,2.1
25/09/2018,10:00,S2P5A,PhaSub,2.5
25/09/2018,10:00,S2P5B,Fes,2.5
25/09/2018,10:00,S2P5B,Fes,1.3
25/09/2018,10:00,S2P5B,Fes,1.7
25/09/2018,10:00,S2P5B,Fes,1.4
25/09/2018,10:00,S2P5B,Fes,7.3
25/09/2018,10:00,S2P5C,Luc,5.8
25/09/2018,10:00,S2P5C,Luc,3.2
25/09/2018,10:00,S2P5C,Luc,<3
25/09/2018,10:00,S2P5C,Luc,2.5
25/09/2018,10:00,S2P5C,Luc,<3
25/09/2018,10:00,S2P5D,KanWal,2.8
25/09/2018,10:00,S2P5D,KanWal,1.8
25/09/2018,10:00,S2P5D,KanWal,<3
25/09/2018,10:00,S2P5D,KanWal,5
25/09/2018,10:00,S2P5D,KanWal,2.5
25/09/2018,10:00,S2P6A,Luc,2.1
25/09/2018,10:00,S2P6A,Luc,<3
25/09/2018,10:00,S2P6A,Luc,<3
25/09/2018,10:00,S2P6A,Luc,4.6
25/09/2018,10:00,S2P6A,Luc,6.9
25/09/2018,10:00,S2P6B,KanWal,6.4
25/09/2018,10:00,S2P6B,KanWal,3.2
25/09/2018,10:00,S2P6B,KanWal,<3
25/09/2018,10:00,S2P6B,KanWal,3.1
25/09/2018,10:00,S2P6B,KanWal,1
25/09/2018,10:00,S2P6C,PhaSub,4.2
25/09/2018,10:00,S2P6C,PhaSub,3.1
25/09/2018,10:00,S2P6C,PhaSub,3.2
25/09/2018,10:00,S2P6C,PhaSub,0
25/09/2018,10:00,S2P6C,PhaSub,4.1
25/09/2018,10:00,S2P6D,Fes,0
25/09/2018,10:00,S2P6D,Fes,1.2
25/09/2018,10:00,S2P6D,Fes,0.5
25/09/2018,10:00,S2P6D,Fes,0.7
25/09/2018,10:00,S2P6D,Fes,1.9
25/09/2018,10:00,S2P7A,Pha,2.5
25/09/2018,10:00,S2P7A,Pha,2.2
25/09/2018,10:00,S2P7A,Pha,5.3
25/09/2018,10:00,S2P7A,Pha,3.6
25/09/2018,10:00,S2P7A,Pha,1
25/09/2018,10:00,S2P7B,Wal,0
25/09/2018,10:00,S2P7B,Wal,2.7
25/09/2018,10:00,S2P7B,Wal,8.8
25/09/2018,10:00,S2P7B,Wal,0.6
25/09/2018,10:00,S2P7B,Wal,10.2
25/09/2018,10:00,S2P7C,Kan,0
25/09/2018,10:00,S2P7C,Kan,0.8
25/09/2018,10:00,S2P7C,Kan,0
25/09/2018,10:00,S2P7C,Kan,1.5
25/09/2018,10:00,S2P7C,Kan,0.5
25/09/2018,10:00,S2P7D,Rye,0.1
25/09/2018,10:00,S2P7D,Rye,<3
25/09/2018,10:00,S2P7D,Rye,<3
25/09/2018,10:00,S2P7D,Rye,0.7
25/09/2018,10:00,S2P7D,Rye,<3
25/09/2018,10:00,S2P8A,Rye,2.2
25/09/2018,10:00,S2P8A,Rye,1.6
25/09/2018,10:00,S2P8A,Rye,2.1
25/09/2018,10:00,S2P8A,Rye,1.3
25/09/2018,10:00,S2P8A,Rye,1.9
25/09/2018,10:00,S2P8B,Pha,1.7
25/09/2018,10:00,S2P8B,Pha,2.9
25/09/2018,10:00,S2P8B,Pha,8.4
25/09/2018,10:00,S2P8B,Pha,2.6
25/09/2018,10:00,S2P8B,Pha,8.3
25/09/2018,10:00,S2P8C,Wal,8.6
25/09/2018,10:00,S2P8C,Wal,1.5
25/09/2018,10:00,S2P8C,Wal,8.2
25/09/2018,10:00,S2P8C,Wal,10.8
25/09/2018,10:00,S2P8C,Wal,6.4
25/09/2018,10:00,S2P8D,Kan,5.9
25/09/2018,10:00,S2P8D,Kan,1.9
25/09/2018,10:00,S2P8D,Kan,7.3
25/09/2018,10:00,S2P8D,Kan,3.6
25/09/2018,10:00,S2P8D,Kan,2.8
25/09/2018,10:00,S3P1A,Rye,1.9
25/09/2018,10:00,S3P1A,Rye,3.1
25/09/2018,10:00,S3P1A,Rye,2.2
25/09/2018,10:00,S3P1A,Rye,2.1
25/09/2018,10:00,S3P1A,Rye,1.2
25/09/2018,10:00,S3P1B,Wal,8.9
25/09/2018,10:00,S3P1B,Wal,3.3
25/09/2018,10:00,S3P1B,Wal,10.5
25/09/2018,10:00,S3P1B,Wal,3.7
25/09/2018,10:00,S3P1B,Wal,4.8
25/09/2018,10:00,S3P1C,Pha,4.4
25/09/2018,10:00,S3P1C,Pha,5.8
25/09/2018,10:00,S3P1C,Pha,7.7
25/09/2018,10:00,S3P1C,Pha,6.2
25/09/2018,10:00,S3P1C,Pha,6.7
25/09/2018,10:00,S3P1D,Kan,1.9
25/09/2018,10:00,S3P1D,Kan,4.8
25/09/2018,10:00,S3P1D,Kan,1
25/09/2018,10:00,S3P1D,Kan,2.3
25/09/2018,10:00,S3P1D,Kan,4.6
25/09/2018,10:00,S3P2A,Kan,1.2
25/09/2018,10:00,S3P2A,Kan,<3
25/09/2018,10:00,S3P2A,Kan,0.3
25/09/2018,10:00,S3P2A,Kan,<3
25/09/2018,10:00,S3P2A,Kan,<3
25/09/2018,10:00,S3P2B,Rye,0.9
25/09/2018,10:00,S3P2B,Rye,4.2
25/09/2018,10:00,S3P2B,Rye,0.3
25/09/2018,10:00,S3P2B,Rye,0.3
25/09/2018,10:00,S3P2B,Rye,<3
25/09/2018,10:00,S3P2C,Pha,7.1
25/09/2018,10:00,S3P2C,Pha,<3
25/09/2018,10:00,S3P2C,Pha,6.5
25/09/2018,10:00,S3P2C,Pha,2.3
25/09/2018,10:00,S3P2C,Pha,8.4
25/09/2018,10:00,S3P2D,Wal,5
25/09/2018,10:00,S3P2D,Wal,3.5
25/09/2018,10:00,S3P2D,Wal,7.2
25/09/2018,10:00,S3P2D,Wal,6.4
25/09/2018,10:00,S3P2D,Wal,1.9
25/09/2018,10:00,S3P3A,PhaSub,5.2
25/09/2018,10:00,S3P3A,PhaSub,4.4
25/09/2018,10:00,S3P3A,PhaSub,7.8
25/09/2018,10:00,S3P3A,PhaSub,4
25/09/2018,10:00,S3P3A,PhaSub,1.9
25/09/2018,10:00,S3P3B,Luc,3.2
25/09/2018,10:00,S3P3B,Luc,2
25/09/2018,10:00,S3P3B,Luc,1.8
25/09/2018,10:00,S3P3B,Luc,3.2
25/09/2018,10:00,S3P3B,Luc,3
25/09/2018,10:00,S3P3C,KanWal,9.5
25/09/2018,10:00,S3P3C,KanWal,1.6
25/09/2018,10:00,S3P3C,KanWal,2.8
25/09/2018,10:00,S3P3C,KanWal,4.6
25/09/2018,10:00,S3P3C,KanWal,10.6
25/09/2018,10:00,S3P3D,Fes,1.1
25/09/2018,10:00,S3P3D,Fes,<3
25/09/2018,10:00,S3P3D,Fes,1.2
25/09/2018,10:00,S3P3D,Fes,2.1
25/09/2018,10:00,S3P3D,Fes,2.3
25/09/2018,10:00,S3P4A,KanWal,7.6
25/09/2018,10:00,S3P4A,KanWal,<3
25/09/2018,10:00,S3P4A,KanWal,6.6
25/09/2018,10:00,S3P4A,KanWal,<3
25/09/2018,10:00,S3P4A,KanWal,1.3
25/09/2018,10:00,S3P4B,Fes,0.7
25/09/2018,10:00,S3P4B,Fes,0.9
25/09/2018,10:00,S3P4B,Fes,1.1
25/09/2018,10:00,S3P4B,Fes,1.2
25/09/2018,10:00,S3P4B,Fes,0.6
25/09/2018,10:00,S3P4C,Luc,3.9
25/09/2018,10:00,S3P4C,Luc,1.2
25/09/2018,10:00,S3P4C,Luc,0.9
25/09/2018,10:00,S3P4C,Luc,1.7
25/09/2018,10:00,S3P4C,Luc,3.4
25/09/2018,10:00,S3P4D,PhaSub,3.5
25/09/2018,10:00,S3P4D,PhaSub,4.9
25/09/2018,10:00,S3P4D,PhaSub,<3
25/09/2018,10:00,S3P4D,PhaSub,2.2
25/09/2018,10:00,S3P4D,PhaSub,3.7
25/09/2018,10:00,S3P5A,PhaSub,1.3
25/09/2018,10:00,S3P5A,PhaSub,6.7
25/09/2018,10:00,S3P5A,PhaSub,7.6
25/09/2018,10:00,S3P5A,PhaSub,0.6
25/09/2018,10:00,S3P5A,PhaSub,1.1
25/09/2018,10:00,S3P5B,KanWal,<3
25/09/2018,10:00,S3P5B,KanWal,<3
25/09/2018,10:00,S3P5B,KanWal,<3
25/09/2018,10:00,S3P5B,KanWal,<3
25/09/2018,10:00,S3P5B,KanWal,<3
25/09/2018,10:00,S3P5C,Luc,<3
25/09/2018,10:00,S3P5C,Luc,<3
25/09/2018,10:00,S3P5C,Luc,<3
25/09/2018,10:00,S3P5C,Luc,0.9
25/09/2018,10:00,S3P5C,Luc,<3
25/09/2018,10:00,S3P5D,Fes,<3
25/09/2018,10:00,S3P5D,Fes,<3
25/09/2018,10:00,S3P5D,Fes,0.3
25/09/2018,10:00,S3P5D,Fes,<3
25/09/2018,10:00,S3P5D,Fes,<3
25/09/2018,10:00,S3P6A,PhaSub,1.9
25/09/2018,10:00,S3P6A,PhaSub,2.1
25/09/2018,10:00,S3P6A,PhaSub,10.3
25/09/2018,10:00,S3P6A,PhaSub,1.3
25/09/2018,10:00,S3P6A,PhaSub,2.1
25/09/2018,10:00,S3P6B,Fes,0.2
25/09/2018,10:00,S3P6B,Fes,0.2
25/09/2018,10:00,S3P6B,Fes,0.2
25/09/2018,10:00,S3P6B,Fes,<3
25/09/2018,10:00,S3P6B,Fes,<3
25/09/2018,10:00,S3P6C,Luc,<3
25/09/2018,10:00,S3P6C,Luc,<3
25/09/2018,10:00,S3P6C,Luc,<3
25/09/2018,10:00,S3P6C,Luc,0.9
25/09/2018,10:00,S3P6C,Luc,<3
25/09/2018,10:00,S3P6D,KanWal,0.5
25/09/2018,10:00,S3P6D,KanWal,<3
25/09/2018,10:00,S3P6D,KanWal,0
25/09/2018,10:00,S3P6D,KanWal,0
25/09/2018,10:00,S3P6D,KanWal,2.8
25/09/2018,10:00,S3P7A,Rho,1.2
25/09/2018,10:00,S3P7A,Rho,0.7
25/09/2018,10:00,S3P7A,Rho,0.7
25/09/2018,10:00,S3P7A,Rho,0.5
25/09/2018,10:00,S3P7A,Rho,0.7
25/09/2018,10:00,S3P7B,Bis,<3
25/09/2018,10:00,S3P7B,Bis,1.5
25/09/2018,10:00,S3P7B,Bis,<3
25/09/2018,10:00,S3P7B,Bis,0.9
25/09/2018,10:00,S3P7B,Bis,<3
25/09/2018,10:00,S3P7C,DigBis,<3
25/09/2018,10:00,S3P7C,DigBis,<3
25/09/2018,10:00,S3P7C,DigBis,<3
25/09/2018,10:00,S3P7C,DigBis,<3
25/09/2018,10:00,S3P7C,DigBis,<3
25/09/2018,10:00,S3P7D,Dig,1.3
25/09/2018,10:00,S3P7D,Dig,1.5
25/09/2018,10:00,S3P7D,Dig,3.8
25/09/2018,10:00,S3P7D,Dig,0.5
25/09/2018,10:00,S3P7D,Dig,1.9
25/09/2018,10:00,S3P8A,DigBis,3.6
25/09/2018,10:00,S3P8A,DigBis,2.8
25/09/2018,10:00,S3P8A,DigBis,1.4
25/09/2018,10:00,S3P8A,DigBis,3
25/09/2018,10:00,S3P8A,DigBis,2
25/09/2018,10:00,S3P8B,Rho,4
25/09/2018,10:00,S3P8B,Rho,2.2
25/09/2018,10:00,S3P8B,Rho,5.9
25/09/2018,10:00,S3P8B,Rho,2.3
25/09/2018,10:00,S3P8B,Rho,3.1
25/09/2018,10:00,S3P8C,Bis,3.1
25/09/2018,10:00,S3P8C,Bis,1.5
25/09/2018,10:00,S3P8C,Bis,1.8
25/09/2018,10:00,S3P8C,Bis,2.6
25/09/2018,10:00,S3P8C,Bis,3.3
25/09/2018,10:00,S3P8D,Dig,2.6
25/09/2018,10:00,S3P8D,Dig,1.7
25/09/2018,10:00,S3P8D,Dig,6.7
25/09/2018,10:00,S3P8D,Dig,12
25/09/2018,10:00,S3P8D,Dig,11.5
25/09/2018,10:00,S4P1A,Pha,2.2
25/09/2018,10:00,S4P1A,Pha,1.1
25/09/2018,10:00,S4P1A,Pha,4.8
25/09/2018,10:00,S4P1A,Pha,4.9
25/09/2018,10:00,S4P1A,Pha,4.3
25/09/2018,10:00,S4P1B,Rye,2.3
25/09/2018,10:00,S4P1B,Rye,1.9
25/09/2018,10:00,S4P1B,Rye,1.2
25/09/2018,10:00,S4P1B,Rye,1.7
25/09/2018,10:00,S4P1B,Rye,2.4
25/09/2018,10:00,S4P1C,Wal,3.7
25/09/2018,10:00,S4P1C,Wal,4.8
25/09/2018,10:00,S4P1C,Wal,2.6
25/09/2018,10:00,S4P1C,Wal,3.7
25/09/2018,10:00,S4P1C,Wal,3.6
25/09/2018,10:00,S4P1D,Kan,2.9
25/09/2018,10:00,S4P1D,Kan,2.1
25/09/2018,10:00,S4P1D,Kan,3.3
25/09/2018,10:00,S4P1D,Kan,1.8
25/09/2018,10:00,S4P1D,Kan,8.9
25/09/2018,10:00,S4P2A,Pha,1.8
25/09/2018,10:00,S4P2A,Pha,2.9
25/09/2018,10:00,S4P2A,Pha,3.2
25/09/2018,10:00,S4P2A,Pha,3.7
25/09/2018,10:00,S4P2A,Pha,2
25/09/2018,10:00,S4P2B,Rye,0.4
25/09/2018,10:00,S4P2B,Rye,1.2
25/09/2018,10:00,S4P2B,Rye,<3
25/09/2018,10:00,S4P2B,Rye,0.5
25/09/2018,10:00,S4P2B,Rye,<3
25/09/2018,10:00,S4P2C,Kan,1.5
25/09/2018,10:00,S4P2C,Kan,2.7
25/09/2018,10:00,S4P2C,Kan,2.3
25/09/2018,10:00,S4P2C,Kan,<3
25/09/2018,10:00,S4P2C,Kan,13.2
25/09/2018,10:00,S4P2D,Wal,6.5
25/09/2018,10:00,S4P2D,Wal,2.5
25/09/2018,10:00,S4P2D,Wal,7.9
25/09/2018,10:00,S4P2D,Wal,9.9
25/09/2018,10:00,S4P2D,Wal,6.9
25/09/2018,10:00,S4P3A,KanWal,<3
25/09/2018,10:00,S4P3A,KanWal,<3
25/09/2018,10:00,S4P3A,KanWal,<3
25/09/2018,10:00,S4P3A,KanWal,<3
25/09/2018,10:00,S4P3A,KanWal,<3
25/09/2018,10:00,S4P3B,Fes,<3
25/09/2018,10:00,S4P3B,Fes,0.8
25/09/2018,10:00,S4P3B,Fes,<3
25/09/2018,10:00,S4P3B,Fes,<3
25/09/2018,10:00,S4P3B,Fes,0.4
25/09/2018,10:00,S4P3C,PhaSub,3.3
25/09/2018,10:00,S4P3C,PhaSub,1.5
25/09/2018,10:00,S4P3C,PhaSub,2.6
25/09/2018,10:00,S4P3C,PhaSub,2.3
25/09/2018,10:00,S4P3C,PhaSub,3.7
25/09/2018,10:00,S4P3D,Luc,2.5
25/09/2018,10:00,S4P3D,Luc,10.8
25/09/2018,10:00,S4P3D,Luc,0.3
25/09/2018,10:00,S4P3D,Luc,<3
25/09/2018,10:00,S4P3D,Luc,0.2
25/09/2018,10:00,S4P4A,PhaSub,2.6
25/09/2018,10:00,S4P4A,PhaSub,2.6
25/09/2018,10:00,S4P4A,PhaSub,10.7
25/09/2018,10:00,S4P4A,PhaSub,5.9
25/09/2018,10:00,S4P4A,PhaSub,6.5
25/09/2018,10:00,S4P4B,KanWal,0.1
25/09/2018,10:00,S4P4B,KanWal,<3
25/09/2018,10:00,S4P4B,KanWal,<3
25/09/2018,10:00,S4P4B,KanWal,<3
25/09/2018,10:00,S4P4B,KanWal,<3
25/09/2018,10:00,S4P4C,Fes,0
25/09/2018,10:00,S4P4C,Fes,0
25/09/2018,10:00,S4P4C,Fes,<3
25/09/2018,10:00,S4P4C,Fes,<3
25/09/2018,10:00,S4P4C,Fes,<3
25/09/2018,10:00,S4P4D,Luc,0.1
